image_path	question	answer	gt
V: ['/content/data/coco/val2014/COCO_val2014_000000265472.jpg']	Is there a bowl in the image?	No, there is no bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000265472.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000265472.jpg']	Is there an orange in the image?	No, there is no orange in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000265472.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000550514.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000550514.jpg']	Is there a stop sign in the image?	Yes, there is a stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000550514.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000550514.jpg']	Is there a potted plant in the image?	No, there is no potted plant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000550514.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000550514.jpg']	Is there a fire hydrant in the image?	No, there is no fire hydrant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000163814.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000163814.jpg']	Is there a carrot in the image?	No, there is no carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000163814.jpg']	Is there a motorcycle in the image?	No, there is no motorcycle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000163814.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000163814.jpg']	Is there a skateboard in the image?	Yes, there is a skateboard	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000163814.jpg']	Is there a teddy bear in the image?	No, there is no teddy bear	No
V: ['/content/data/coco/val2014/COCO_val2014_000000505933.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000505933.jpg']	Is there a tv in the image?	Yes, there is a TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000505933.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000505933.jpg']	Is there a frisbee in the image?	No, there is no frisbe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000505933.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000505933.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000318550.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000318550.jpg']	Is there a cow in the image?	No, there is no cow in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000318550.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000318550.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000318550.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000318550.jpg']	Is there a hot dog in the image?	No, there is no hot dog in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000367528.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000367528.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000367528.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000367528.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000367528.jpg']	Is there a remote in the image?	Yes, there is a remote in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000367528.jpg']	Is there a teddy bear in the image?	No, there is no teddy bear	No
V: ['/content/data/coco/val2014/COCO_val2014_000000252911.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000252911.jpg']	Is there a cow in the image?	No, there is no cow in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000252911.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000252911.jpg']	Is there a cat in the image?	No, there is no cat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000252911.jpg']	Is there a boat in the image?	No, there is no boat in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000252911.jpg']	Is there a mouse in the image?	No, there is no mouse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000214421.jpg']	Is there a tv in the image?	Yes, there is a TV in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000214421.jpg']	Is there a mouse in the image?	No, there is no mouse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000214421.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000214421.jpg']	Is there a horse in the image?	No, there is no horse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000214421.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000214421.jpg']	Is there a remote in the image?	Yes, there is a remote in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000050627.jpg']	Is there a baseball glove in the image?	Yes, there is a baseball glove	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000050627.jpg']	Is there a tv in the image?	Yes, there is a TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000050627.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000050627.jpg']	Is there a backpack in the image?	No, there is no backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000050627.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000050627.jpg']	Is there an elephant in the image?	No, there is no elephant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000233426.jpg']	Is there a vase in the image?	Yes, there is a vase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000233426.jpg']	Is there an orange in the image?	Yes, there is an orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000233426.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000233426.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000233426.jpg']	Is there a dining table in the image?	No, there is no dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000233426.jpg']	Is there a surfboard in the image?	No, there is no surfboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000372817.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000372817.jpg']	Is there an oven in the image?	No, there is no oven in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000372817.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000372817.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000372817.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000372817.jpg']	Is there a tv in the image?	No, there is no TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000536073.jpg']	Is there a knife in the image?	Yes, there is a knife in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000536073.jpg']	Is there an umbrella in the image?	No, there is no umbrella	No
V: ['/content/data/coco/val2014/COCO_val2014_000000536073.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000536073.jpg']	Is there a tv in the image?	No, there is no television in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000536073.jpg']	Is there a cup in the image?	Yes, there is a cup in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000536073.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000579231.jpg']	Is there a baseball glove in the image?	Yes, there is a baseball glove	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000579231.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000579231.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000579231.jpg']	Is there a cat in the image?	No, there is no cat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000579231.jpg']	Is there a baseball bat in the image?	Yes, there is a baseball bat in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000579231.jpg']	Is there a bus in the image?	No, there is no bus in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000092624.jpg']	Is there a giraffe in the image?	Yes, there is a giraffe	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000092624.jpg']	Is there a bottle in the image?	No, there is no bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000092624.jpg']	Is there a cow in the image?	No, there is no cow in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000092624.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000092624.jpg']	Is there a zebra in the image?	Yes, there is a zebra	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000092624.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000390184.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000390184.jpg']	Is there a person in the image?	No, the image shows an empty kitchen	No
V: ['/content/data/coco/val2014/COCO_val2014_000000390184.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000390184.jpg']	Is there a tie in the image?	No, there is no tie in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000390184.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000390184.jpg']	Is there a snowboard in the image?	No, there is no snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000079213.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000079213.jpg']	Is there a parking meter in the image?	No, there is no parking meter	No
V: ['/content/data/coco/val2014/COCO_val2014_000000079213.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000079213.jpg']	Is there a car in the image?	No, there is no car in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000079213.jpg']	Is there a remote in the image?	Yes, there is a remote in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000079213.jpg']	Is there a train in the image?	No, there is no train in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000465346.jpg']	Is there a spoon in the image?	Yes, there is a spoon visible	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000465346.jpg']	Is there an traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000465346.jpg']	Is there a sandwich in the image?	Yes, there is a sandwich in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000465346.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000465346.jpg']	Is there a fork in the image?	Yes, there is a fork in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000465346.jpg']	Is there an elephant in the image?	No, there is no elephant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000514248.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000514248.jpg']	Is there a fork in the image?	No, there is no fork in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000514248.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000514248.jpg']	Is there a dining table in the image?	No, there is no dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000514248.jpg']	Is there a horse in the image?	No, there is no horse in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000514248.jpg']	Is there a toaster in the image?	No, there is no toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000355776.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000355776.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000355776.jpg']	Is there a chair in the image?	No, there is no chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000355776.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000355776.jpg']	Is there a sink in the image?	Yes, there is a sink in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000355776.jpg']	Is there a cell phone in the image?	No, there is no cell phone in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000575355.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000575355.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000575355.jpg']	Is there a bench in the image?	Yes, there is a bench in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000575355.jpg']	Is there a cat in the image?	No, there is no cat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000575355.jpg']	Is there a dining table in the image?	Yes, there is a white dining	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000575355.jpg']	Is there a cup in the image?	Yes, there is a cup in the	No
